,FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
37196,12OCT2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,0.0
37202,05NOV2022:00:00:00,30 o menos,M,Moderna,Público,8,4,,8.0
37203,02AUG2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,,0.0
37204,02AUG2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
37206,21SEP2021:00:00:00,31 a 40,M,Sinopharm,Privado,0,1,,0.0
37210,02NOV2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
37212,23NOV2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,1.0
37213,25NOV2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,0,,1.0
37216,21JAN2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,2.0
37217,24JAN2022:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,2.0
37218,26JAN2022:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,1.0
37219,31JAN2022:00:00:00,30 o menos,M,Sinopharm,Privado,1,1,,0.0
37221,10FEB2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0.0
37231,11MAY2022:00:00:00,30 o menos,M,AstraZeneca,Público,4,1,,5.0
37232,11MAY2022:00:00:00,30 o menos,M,Moderna,Público,8,21,,45.0
37233,11MAY2022:00:00:00,30 o menos,M,Sinopharm,Público,18,63,,0.0
37234,11MAY2022:00:00:00,30 o menos,M,Sputnik,Público,2,1,,0.0
37235,11MAY2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,17,43,,242.0
37236,11MAY2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,4,0,,0.0
37242,11MAY2022:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,,4.0
37243,11MAY2022:00:00:00,31 a 40,M,Moderna,Público,3,14,,28.0
37244,11MAY2022:00:00:00,31 a 40,M,Sinopharm,Público,1,2,,0.0
37245,11MAY2022:00:00:00,31 a 40,M,Sputnik,Público,0,0,,3.0
37246,11MAY2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,11,22,,114.0
37251,11MAY2022:00:00:00,41 a 50,M,AstraZeneca,Público,6,0,,3.0
37252,11MAY2022:00:00:00,41 a 50,M,Moderna,Público,2,5,,28.0
37253,11MAY2022:00:00:00,41 a 50,M,Sinopharm,Público,1,0,,0.0
37254,11MAY2022:00:00:00,41 a 50,M,Sputnik,Público,0,0,,5.0
37255,11MAY2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,4,7,,62.0
37260,11MAY2022:00:00:00,51 a 60,M,AstraZeneca,Público,7,1,,9.0
37261,11MAY2022:00:00:00,51 a 60,M,Moderna,Público,4,6,,25.0
37262,11MAY2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,5,,57.0
37268,11MAY2022:00:00:00,61 a 70,M,AstraZeneca,Público,1,0,,2.0
37269,11MAY2022:00:00:00,61 a 70,M,Moderna,Público,2,4,,11.0
37270,11MAY2022:00:00:00,61 a 70,M,Sputnik,Público,0,0,,1.0
37271,11MAY2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,2,,28.0
37275,11MAY2022:00:00:00,71 a 80,M,AstraZeneca,Público,0,0,,1.0
37276,11MAY2022:00:00:00,71 a 80,M,Moderna,Público,2,0,,6.0
37277,11MAY2022:00:00:00,71 a 80,M,Sinopharm,Público,1,0,,0.0
37278,11MAY2022:00:00:00,71 a 80,M,Sputnik,Público,0,0,,0.0
37279,11MAY2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,11.0
37283,11MAY2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,0.0
37284,11MAY2022:00:00:00,81 a 90,M,Sputnik,Público,0,0,,0.0
37285,11MAY2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,16.0
37288,11MAY2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,0.0
37289,11MAY2022:00:00:00,91 o mas,M,Sputnik,Público,0,0,,0.0
37290,19JUL2021:00:00:00,71 a 80,M,Sinopharm,Privado,0,1,,0.0
37291,08AUG2021:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0.0
37295,16OCT2021:00:00:00,41 a 50,M,AstraZeneca,Privado,1,0,,0.0
37296,03NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,2,,0.0
37300,28DEC2021:00:00:00,81 a 90,M,Sinopharm,Privado,0,1,,0.0
37306,15MAR2022:00:00:00,51 a 60,M,AstraZeneca,Público,1,0,,12.0
37307,15MAR2022:00:00:00,51 a 60,M,Moderna,Público,11,11,,21.0
37308,15MAR2022:00:00:00,51 a 60,M,Sinopharm,Público,0,2,,0.0
37309,15MAR2022:00:00:00,51 a 60,M,Sputnik,Público,0,1,,2.0
37310,15MAR2022:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,4,1,,6.0
37311,15MAR2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,8,,81.0
37317,15MAR2022:00:00:00,61 a 70,M,AstraZeneca,Público,0,1,,5.0
37318,15MAR2022:00:00:00,61 a 70,M,Moderna,Público,7,5,,22.0
37319,15MAR2022:00:00:00,61 a 70,M,Sinopharm,Público,1,0,,0.0
37320,15MAR2022:00:00:00,61 a 70,M,Sputnik,Público,0,2,,0.0
37321,15MAR2022:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,1,,1.0
37322,15MAR2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,5,,45.0
37328,15MAR2022:00:00:00,71 a 80,M,AstraZeneca,Público,0,0,,1.0
37329,15MAR2022:00:00:00,71 a 80,M,Moderna,Público,3,0,,6.0
37330,15MAR2022:00:00:00,71 a 80,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,3.0
37331,15MAR2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,25.0
37335,15MAR2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,0.0
37336,15MAR2022:00:00:00,81 a 90,M,Moderna,Público,0,2,,2.0
37337,15MAR2022:00:00:00,81 a 90,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,1.0
37338,15MAR2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,9.0
37342,15MAR2022:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,0.0
37343,15MAR2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,2.0
37349,30MAY2022:00:00:00,30 o menos,M,AstraZeneca,Público,3,7,,31.0
37350,30MAY2022:00:00:00,30 o menos,M,Moderna,Público,5,29,,88.0
37351,30MAY2022:00:00:00,30 o menos,M,Sinopharm,Público,16,49,,2.0
37352,30MAY2022:00:00:00,30 o menos,M,Sputnik,Público,0,1,,0.0
37353,30MAY2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,19,34,,379.0
37354,30MAY2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,9,1,,1.0
37356,04MAR2022:00:00:00,61 a 70,M,Moderna,Público,3,6,,27.0
37357,04MAR2022:00:00:00,61 a 70,M,Sinopharm,Público,0,1,,0.0
37358,04MAR2022:00:00:00,61 a 70,M,Sputnik,Público,0,1,,0.0
37359,04MAR2022:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,3.0
37360,04MAR2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,4,,88.0
37364,09MAR2022:00:00:00,61 a 70,M,Sputnik,Público,0,1,,0.0
37365,09MAR2022:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,1.0
37366,09MAR2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,4,,62.0
37372,09MAR2022:00:00:00,71 a 80,M,AstraZeneca,Público,0,1,,1.0
37373,09MAR2022:00:00:00,71 a 80,M,Moderna,Público,1,1,,8.0
37374,09MAR2022:00:00:00,71 a 80,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,1.0
37375,09MAR2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,4,,31.0
37380,09MAR2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,0.0
37381,09MAR2022:00:00:00,81 a 90,M,Moderna,Público,0,1,,6.0
37382,09MAR2022:00:00:00,81 a 90,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0.0
37383,09MAR2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,13.0
37388,09MAR2022:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,0.0
37389,16MAR2022:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,0.0
37390,16MAR2022:00:00:00,91 o mas,M,Sinopharm,Público,1,0,,0.0
37391,16MAR2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,1.0
37397,10APR2022:00:00:00,30 o menos,M,Moderna,Público,10,18,,41.0
37398,10APR2022:00:00:00,30 o menos,M,Sinopharm,Público,23,159,,22.0
37399,10APR2022:00:00:00,30 o menos,M,Sputnik,Público,0,6,,5.0
37400,10APR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0.0
37401,10APR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,20,50,,256.0
37402,10APR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,29,79,,0.0
37406,30MAR2022:00:00:00,30 o menos,M,AstraZeneca,Público,3,13,,24.0
37407,30MAR2022:00:00:00,30 o menos,M,Moderna,Público,12,51,,130.0
37408,30MAR2022:00:00:00,30 o menos,M,Sinopharm,Público,33,109,,1.0
37409,30MAR2022:00:00:00,30 o menos,M,Sputnik,Público,0,11,,5.0
37410,30MAR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,11,8,,9.0
37411,30MAR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,41,107,,406.0
37412,30MAR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,38,2,,0.0
37419,30MAR2022:00:00:00,31 a 40,M,AstraZeneca,Público,2,2,,21.0
37420,30MAR2022:00:00:00,31 a 40,M,Moderna,Público,14,22,,151.0
37421,30MAR2022:00:00:00,31 a 40,M,Sinopharm,Público,0,4,,0.0
37422,30MAR2022:00:00:00,31 a 40,M,Sputnik,Público,0,6,,7.0
37423,30MAR2022:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,9,2,,11.0
37424,30MAR2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,14,25,,219.0
37425,30MAR2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,0,0,,0.0
37433,30MAR2022:00:00:00,41 a 50,M,AstraZeneca,Público,0,3,,14.0
37434,30MAR2022:00:00:00,41 a 50,M,Moderna,Público,5,18,,82.0
37435,30MAR2022:00:00:00,41 a 50,M,Sinopharm,Público,1,2,,0.0
37436,30MAR2022:00:00:00,41 a 50,M,Sputnik,Público,0,2,,4.0
37437,30MAR2022:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,5,4,,13.0
37438,30MAR2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,8,21,,109.0
37439,30MAR2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,0,0,,0.0
37447,30MAR2022:00:00:00,51 a 60,M,AstraZeneca,Público,0,3,,7.0
37448,30MAR2022:00:00:00,51 a 60,M,Moderna,Público,1,7,,64.0
37449,30MAR2022:00:00:00,51 a 60,M,Sputnik,Público,0,0,,8.0
37450,30MAR2022:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,1,,10.0
37451,30MAR2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,4,9,,78.0
37456,30MAY2022:00:00:00,41 a 50,M,AstraZeneca,Público,2,2,,26.0
37457,30MAY2022:00:00:00,41 a 50,M,Moderna,Público,3,10,,39.0
37458,30MAY2022:00:00:00,41 a 50,M,Sputnik,Público,0,0,,1.0
37459,30MAY2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,7,3,,73.0
37464,30MAY2022:00:00:00,51 a 60,M,AstraZeneca,Público,0,0,,13.0
37465,30MAY2022:00:00:00,51 a 60,M,Moderna,Público,1,6,,31.0
37466,30MAY2022:00:00:00,51 a 60,M,Sputnik,Público,0,0,,2.0
37467,30MAY2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,4,0,,50.0
37472,30MAY2022:00:00:00,61 a 70,M,AstraZeneca,Público,0,2,,8.0
37473,30MAY2022:00:00:00,61 a 70,M,Moderna,Público,0,1,,15.0
37474,30MAY2022:00:00:00,61 a 70,M,Sputnik,Público,0,0,,1.0
37475,30MAY2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,3,7,,18.0
37480,30MAY2022:00:00:00,71 a 80,M,AstraZeneca,Público,0,1,,2.0
37481,30MAY2022:00:00:00,71 a 80,M,Moderna,Público,1,0,,5.0
37482,30MAY2022:00:00:00,71 a 80,M,Sputnik,Público,0,0,,0.0
37483,30MAY2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,9.0
37488,30MAY2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,2.0
37489,30MAY2022:00:00:00,81 a 90,M,Moderna,Público,0,2,,2.0
37490,30MAY2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,6.0
37491,17MAY2022:00:00:00,31 a 40,M,Sinopharm,Público,0,1,,0.0
37492,17MAY2022:00:00:00,31 a 40,M,Sputnik,Público,0,0,,0.0
37493,17MAY2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,4,23,,73.0
37496,15SEP2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
37497,10NOV2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,2.0
37498,27JAN2022:00:00:00,30 o menos,M,Moderna,Privado,0,0,,2.0
37506,07MAR2022:00:00:00,30 o menos,M,AstraZeneca,Público,2,3,,4.0
37507,26APR2022:00:00:00,30 o menos,M,Sputnik,Público,1,3,,0.0
37508,26APR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,5,1,,1.0
37509,26APR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,7,22,,291.0
37510,26APR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,1,0,,0.0
37517,26APR2022:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,,3.0
37518,26APR2022:00:00:00,31 a 40,M,Moderna,Público,8,22,,46.0
37519,22APR2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,9,,58.0
37525,22APR2022:00:00:00,61 a 70,M,AstraZeneca,Público,0,0,,0.0
37526,22APR2022:00:00:00,61 a 70,M,Moderna,Público,0,2,,15.0
37527,22APR2022:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,1.0
37528,22APR2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,30.0
37533,22APR2022:00:00:00,71 a 80,M,AstraZeneca,Público,1,0,,0.0
37534,22APR2022:00:00:00,71 a 80,M,Moderna,Público,0,3,,7.0
37535,22APR2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,11.0
37539,22APR2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,1.0
37540,22APR2022:00:00:00,81 a 90,M,Moderna,Público,0,1,,3.0
37541,22APR2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,7.0
37545,22APR2022:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,0.0
37546,22APR2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,1.0
37547,22APR2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
37552,21MAY2022:00:00:00,31 a 40,M,AstraZeneca,Público,0,3,,7.0
37553,21MAY2022:00:00:00,31 a 40,M,Moderna,Público,5,5,,27.0
37558,30OCT2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
37559,02NOV2021:00:00:00,41 a 50,M,Sputnik,Privado,0,1,,0.0
37562,28NOV2021:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1.0
37564,01JAN2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,2.0
37565,04JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
37567,01MAR2022:00:00:00,31 a 40,M,Sinopharm,Público,1,1,,0.0
37574,10MAR2022:00:00:00,30 o menos,M,AstraZeneca,Público,4,1,,9.0
37575,10MAR2022:00:00:00,30 o menos,M,Moderna,Público,43,114,,180.0
37576,10MAR2022:00:00:00,30 o menos,M,Sinopharm,Público,65,356,,0.0
37577,10MAR2022:00:00:00,30 o menos,M,Sputnik,Público,0,17,,3.0
37578,10MAR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,8,2,,8.0
37579,10MAR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,42,189,,1019.0
37586,10MAR2022:00:00:00,31 a 40,M,AstraZeneca,Público,1,3,,10.0
37587,10MAR2022:00:00:00,31 a 40,M,Moderna,Público,21,46,,98.0
37588,10MAR2022:00:00:00,31 a 40,M,Sinopharm,Público,0,3,,0.0
37589,10MAR2022:00:00:00,31 a 40,M,Sputnik,Público,0,7,,2.0
37590,10MAR2022:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,5,1,,7.0
37591,10MAR2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,10,47,,328.0
37598,10MAR2022:00:00:00,41 a 50,M,AstraZeneca,Público,0,1,,3.0
37599,10MAR2022:00:00:00,41 a 50,M,Moderna,Público,22,19,,67.0
37600,10MAR2022:00:00:00,41 a 50,M,Sinopharm,Público,0,1,,0.0
37601,10MAR2022:00:00:00,41 a 50,M,Sputnik,Público,0,2,,1.0
37602,10MAR2022:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,8.0
37603,10MAR2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,11,29,,189.0
37610,10MAR2022:00:00:00,51 a 60,M,AstraZeneca,Público,0,0,,2.0
37611,10MAR2022:00:00:00,51 a 60,M,Moderna,Público,5,15,,50.0
37612,10MAR2022:00:00:00,51 a 60,M,Sinopharm,Público,0,1,,0.0
37613,10MAR2022:00:00:00,51 a 60,M,Sputnik,Público,0,2,,1.0
37615,05JAN2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
37617,07JAN2022:00:00:00,71 a 80,M,AstraZeneca,Privado,0,0,,1.0
37618,07JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
37621,20JAN2022:00:00:00,30 o menos,M,Moderna,Privado,0,0,,1.0
37625,22FEB2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público nacional,0,1,,0.0
37626,01MAR2022:00:00:00,61 a 70,M,AstraZeneca,Público,0,0,,2.0
37628,09MAR2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
37629,14MAR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
37639,16MAR2022:00:00:00,30 o menos,M,AstraZeneca,Público,5,10,,39.0
37640,16MAR2022:00:00:00,30 o menos,M,Moderna,Público,3,9,,8.0
37641,16MAR2022:00:00:00,30 o menos,M,Sinopharm,Público,115,397,,1.0
37642,16MAR2022:00:00:00,30 o menos,M,Sputnik,Público,0,24,,1.0
37643,16MAR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,15,10,,13.0
37644,30JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,2.0
37645,30JAN2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,123.0
37651,30JAN2022:00:00:00,81 a 90,M,AstraZeneca,Público,2,0,,0.0
37652,30JAN2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,19.0
37653,30JAN2022:00:00:00,81 a 90,M,Sinopharm,Público,0,1,,0.0
37654,30JAN2022:00:00:00,81 a 90,M,Sputnik,Público,0,1,,0.0
37655,30JAN2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,16.0
37660,30JAN2022:00:00:00,91 o mas,M,Moderna,Público,0,0,,6.0
37661,30JAN2022:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,4.0
37662,12JAN2022:00:00:00,71 a 80,M,AstraZeneca,Privado,0,0,,1.0
37663,17JAN2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
37664,28FEB2022:00:00:00,30 o menos,M,AstraZeneca,Público,1,3,,2.0
37665,21MAR2022:00:00:00,61 a 70,M,Moderna,Privado,0,0,,1.0
37677,04APR2022:00:00:00,30 o menos,M,AstraZeneca,Público,0,2,,5.0
37678,04APR2022:00:00:00,30 o menos,M,Moderna,Público,17,48,,106.0
37679,04APR2022:00:00:00,30 o menos,M,Sinopharm,Público,21,53,,0.0
37680,04APR2022:00:00:00,30 o menos,M,Sputnik,Público,0,14,,0.0
37681,04APR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,9,5,,5.0
37682,04APR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,18,58,,219.0
37683,04APR2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml)",Público,2,0,,0.0
37691,04APR2022:00:00:00,31 a 40,M,AstraZeneca,Público,2,0,,2.0
37692,04APR2022:00:00:00,31 a 40,M,Moderna,Público,4,34,,98.0
37693,04APR2022:00:00:00,31 a 40,M,Sinopharm,Público,2,1,,0.0
37694,04APR2022:00:00:00,31 a 40,M,Sputnik,Público,0,5,,0.0
37697,12APR2021:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,,0.0
37699,15APR2021:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,,0.0
37700,16APR2021:00:00:00,51 a 60,M,AstraZeneca,Público,1,0,,0.0
37702,28APR2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0.0
37703,19MAY2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0.0
37704,24MAY2021:00:00:00,51 a 60,M,AstraZeneca,Público,1,0,,0.0
37708,08AUG2021:00:00:00,41 a 50,M,Sinopharm,Público,0,1,,0.0
